Group,Question,Response,value,Region II,Region III,Region IV,Region V,Region VI,Region VII,Region VIII,Total
Services,Actions of state actors in imporving life in community,Food Aid,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Services,Actions of state actors in imporving life in community,Encourage Dialogue,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01
Services,Actions of state actors in imporving life in community,"Other, specify",0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00
Services,Actions of state actors in imporving life in community,No response,0.05,0.11,0.04,0.05,0.05,0.06,0.15,0.09,0.07
Services,Action when lacking services,I borrow from my family or friends,0.15,0.17,0.36,0.34,0.18,0.18,0.13,0.19,0.19
Services,Action when lacking services,I leave the community,0.04,0.01,0.03,0.04,0.08,0.07,0.04,0.02,0.05
Services,Action when lacking services,I wait for the services to come to me,0.02,0.03,0.09,0.05,0.07,0.06,0.05,0.04,0.05
Services,Action when lacking services,I notify the community authorities or the municipality,0.59,0.53,0.35,0.44,0.46,0.56,0.50,0.46,0.51
Services,Action when lacking services,Look for a job/work/sell goods,0.05,0.07,0.04,0.10,0.08,0.04,0.06,0.07,0.06
Services,Action when lacking services,Endure/Manage/Wait,0.00,0.04,0.02,0.03,0.01,0.05,0.05,0.02,0.03
Services,Action when lacking services,"Look for services, ""look""",0.07,0.03,0.01,0.03,0.03,0.03,0.05,0.12,0.05
Services,Action when lacking services,"Save for the hard times (build a well, stock up on goods, save $$)",0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.01
Services,Action when lacking services,Purchase private services,0.03,0.04,0.03,0.01,0.01,0.01,0.03,0.01,0.02
Services,Action when lacking services,I/my family look out for ourselves,0.02,0.02,0.06,0.01,0.02,0.02,0.01,0.02,0.02
Services,Action when lacking services,Organize the community/Protest,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00
Services,Action when lacking services,Ask God for help,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Services,Action when lacking services,Take out credit/Loans (from banks or stores),0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00
Services,Action when lacking services,"Other, specify",0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01
Services,Action when lacking services,No response,0.08,0.11,0.08,0.07,0.11,0.05,0.11,0.10,0.08
Services,Perception of response to problems with service,Non-violent protests are an acceptable way to show disagreement with services (access / quality),0.86,0.84,0.83,0.85,0.86,0.84,0.88,0.86,0.85
Services,Perception of response to problems with service,"Sometimes violence is necessary to show disagreement with service provision (access, corruption)",0.14,0.16,0.12,0.11,0.10,0.15,0.11,0.13,0.13
Services,Perception of response to problems with service,It is possible for the community to organzie itself and seek a solution to problems with services,0.88,0.88,0.90,0.88,0.91,0.87,0.92,0.85,0.89
Services,Perception of response to problems with service,Officials should be allowed to give socio-economic advantages to their relatives and friends,0.21,0.14,0.21,0.27,0.25,0.29,0.24,0.19,0.23
Services,Perception of response to problems with service,"In general, NGOs provide better services than the state",0.54,0.52,0.51,0.57,0.53,0.57,0.49,0.58,0.54
Services,Perception of response to problems with service,Corporations doing business here should support service provision,0.79,0.86,0.84,0.79,0.79,0.84,0.77,0.92,0.82
Services,Perception of response to problems with service,The community has the possibility to conduct social audits to assess the state performances in delivering services.,0.44,0.59,0.60,0.52,0.36,0.54,0.42,0.59,0.49
Services,Perception of response to problems with service,"Sometimes, it is acceptable for officials to seek illegal payment (bribe) for services",0.14,0.06,0.05,0.08,0.09,0.07,0.06,0.06,0.08
Services,Acceptable circumstances for bribery,Never,0.90,0.93,0.97,0.95,0.94,0.95,0.96,0.95,0.94
Services,Acceptable circumstances for bribery,To expedite a procedure,0.07,0.04,0.03,0.04,0.04,0.03,0.01,0.05,0.04
Services,Acceptable circumstances for bribery,To avoid going to jail,0.01,0.00,0.01,0.01,0.01,0.02,0.02,0.01,0.01
Services,Acceptable circumstances for bribery,To avoid paying a fine,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01
Services,Acceptable circumstances for bribery,To avoid other problems,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.00,0.02
Services,Acceptable circumstances for bribery,To obtain work,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Services,Acceptable circumstances for bribery,To obtain services/basic needs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Incidence (last 12 months),Any shock experienced,0.84,0.95,0.84,0.87,0.88,0.93,0.88,0.87,0.89
Economic shocks,Incidence (last 12 months),Loss of employment,0.37,0.36,0.35,0.39,0.37,0.35,0.29,0.31,0.35
Economic shocks,Incidence (last 12 months),Lowered income,0.56,0.63,0.50,0.55,0.60,0.65,0.49,0.56,0.58
Economic shocks,Incidence (last 12 months),Bankruptcy of business,0.13,0.13,0.10,0.12,0.09,0.12,0.08,0.09,0.11
Economic shocks,Incidence (last 12 months),Ilness or death of a working person,0.26,0.34,0.26,0.34,0.23,0.25,0.30,0.31,0.28
Economic shocks,Incidence (last 12 months),Signficant increase in prices of products,0.70,0.87,0.71,0.78,0.74,0.84,0.72,0.69,0.76
Economic shocks,Incidence (last 12 months),Displacement,0.06,0.07,0.04,0.05,0.06,0.05,0.04,0.07,0.05
Economic shocks,Incidence (last 12 months),Loss of harvest,0.35,0.51,0.38,0.44,0.43,0.40,0.42,0.42,0.41
Economic shocks,Incidence (last 12 months),Other economic problems,0.14,0.20,0.13,0.10,0.06,0.17,0.09,0.18,0.14
Economic shocks,Number of shocks experienced (last 12 months),0,0.16,0.05,0.16,0.13,0.12,0.07,0.12,0.13,0.11
Economic shocks,Number of shocks experienced (last 12 months),1,0.12,0.10,0.18,0.12,0.15,0.15,0.20,0.17,0.15
Economic shocks,Number of shocks experienced (last 12 months),2,0.19,0.20,0.18,0.19,0.18,0.18,0.23,0.18,0.19
Economic shocks,Number of shocks experienced (last 12 months),3,0.23,0.28,0.18,0.23,0.26,0.28,0.17,0.22,0.24
Economic shocks,Number of shocks experienced (last 12 months),4 +,0.30,0.38,0.29,0.32,0.29,0.32,0.27,0.31,0.31
Economic shocks,Response to shock by individuals (if any experienced),Nothing,0.24,0.19,0.29,0.35,0.37,0.25,0.24,0.29,0.26
Economic shocks,Response to shock by individuals (if any experienced),Left the community,0.00,0.01,0.02,0.03,0.00,0.02,0.01,0.02,0.01
Economic shocks,Response to shock by individuals (if any experienced),Took out loans from friends/family/neighbor,0.16,0.26,0.22,0.19,0.10,0.14,0.20,0.16,0.17
Economic shocks,Response to shock by individuals (if any experienced),Took out loans from a bank,0.03,0.07,0.09,0.05,0.04,0.05,0.05,0.05,0.05
Economic shocks,Response to shock by individuals (if any experienced),Took out loans from another private source,0.01,0.02,0.02,0.00,0.02,0.02,0.03,0.00,0.02
Economic shocks,Response to shock by individuals (if any experienced),Spent less on food/health/other essential items,0.41,0.53,0.39,0.30,0.36,0.50,0.44,0.25,0.43
Economic shocks,Response to shock by individuals (if any experienced),sell goods on street or markets,0.09,0.04,0.07,0.07,0.07,0.07,0.10,0.04,0.07
Economic shocks,Response to shock by individuals (if any experienced),sell personal items,0.07,0.06,0.05,0.02,0.06,0.05,0.04,0.03,0.05
Economic shocks,Response to shock by individuals (if any experienced),Migrating,0.03,0.01,0.02,0.02,0.01,0.00,0.01,0.01,0.01
Economic shocks,Response to shock by individuals (if any experienced),Dejar de enviar a los niÃ±os a la escuela para que ellos tambiÃ©n trabajen,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00
Economic shocks,Response to shock by individuals (if any experienced),Endure,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.05,0.02
Economic shocks,Response to shock by individuals (if any experienced),"Save money, prepare",0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01
Economic shocks,Response to shock by individuals (if any experienced),Notify authorities,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.01
Economic shocks,Response to shock by individuals (if any experienced),Find a job/work,0.14,0.09,0.06,0.11,0.12,0.12,0.13,0.21,0.12
Economic shocks,Response to shock by individuals (if any experienced),Take care of myself,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,Response to shock by individuals (if any experienced),Church/God,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.02
Economic shocks,Response to shock by individuals (if any experienced),"Other, specify",0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00
Economic shocks,Other actors involved,Any,0.13,0.06,0.10,0.08,0.09,0.10,0.06,0.07,0.09
Economic shocks,Other actors involved,NGOs,0.00,0.00,0.08,0.05,0.00,0.02,0.00,0.09,0.02
Economic shocks,Other actors involved,Community Leaders,0.00,0.00,0.08,0.15,0.12,0.16,0.07,0.09,0.08
Economic shocks,Other actors involved,The media,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Other actors involved,The church,0.00,0.00,0.12,0.20,0.00,0.04,0.07,0.09,0.04
Economic shocks,Other actors involved,State appointed authorities,0.03,0.00,0.00,0.05,0.06,0.05,0.00,0.18,0.04
Economic shocks,Other actors involved,Friends or Family,0.93,0.95,0.88,0.75,0.85,0.75,0.89,0.55,0.84
Economic shocks,Other actors involved,Nobody,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01
Economic shocks,Other actors involved,"Other, specify",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Other actors involved,No response,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
Economic shocks,Response by other actors,Provided loans,0.31,0.41,0.58,0.50,0.21,0.34,0.25,0.18,0.34
Economic shocks,Response by other actors,Provided donations,0.24,0.05,0.21,0.24,0.24,0.27,0.21,0.40,0.24
Economic shocks,Response by other actors,Offered food/water other essential items,0.38,0.35,0.38,0.40,0.50,0.49,0.43,0.27,0.42
Economic shocks,Response by other actors,Provided shelter,0.00,0.00,0.00,0.00,0.12,0.02,0.00,0.00,0.02
Economic shocks,Response by other actors,Provided transportation,0.00,0.09,0.00,0.00,0.00,0.00,0.07,0.00,0.01
Economic shocks,Response by other actors,Dieron asesorÃ­a jurÃ­dica,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
Economic shocks,Response by other actors,Fundraised,0.03,0.13,0.12,0.14,0.00,0.01,0.11,0.09,0.05
Economic shocks,Response by other actors,Gave me work/helped me find work,0.07,0.05,0.00,0.10,0.09,0.01,0.07,0.09,0.05
Economic shocks,Response by other actors,Advice/Moral support,0.00,0.00,0.04,0.05,0.00,0.00,0.07,0.00,0.01
Economic shocks,Response by other actors,"Other, specify",0.03,0.00,0.00,0.05,0.00,0.04,0.00,0.09,0.03
Economic shocks,Response by other actors,No response,0.07,0.00,0.00,0.05,0.15,0.02,0.07,0.09,0.05
Economic shocks,"In general, who currently works on adressing economic problems",Nobody,0.18,0.11,0.15,0.15,0.19,0.29,0.18,0.17,0.20
Economic shocks,"In general, who currently works on adressing economic problems",Me,0.70,0.78,0.68,0.68,0.68,0.54,0.72,0.71,0.67
Economic shocks,"In general, who currently works on adressing economic problems",The church,0.05,0.03,0.05,0.06,0.02,0.04,0.02,0.04,0.04
Economic shocks,"In general, who currently works on adressing economic problems",La Escuela (los profesores),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,"In general, who currently works on adressing economic problems",Individual leaders,0.03,0.02,0.03,0.03,0.04,0.02,0.02,0.01,0.02
Economic shocks,"In general, who currently works on adressing economic problems",Community elected organization,0.04,0.05,0.09,0.07,0.06,0.04,0.01,0.02,0.05
Economic shocks,"In general, who currently works on adressing economic problems",NGOs,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01
Economic shocks,"In general, who currently works on adressing economic problems",City / Municipality Government,0.06,0.04,0.05,0.06,0.04,0.05,0.02,0.04,0.05
Economic shocks,"In general, who currently works on adressing economic problems",Departmental government,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00
Economic shocks,"In general, who currently works on adressing economic problems",National government,0.00,0.00,0.02,0.01,0.00,0.00,0.01,0.00,0.01
Economic shocks,"In general, who currently works on adressing economic problems",Cocodes,0.02,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.02
Economic shocks,"In general, who currently works on adressing economic problems",Neighbors/Friends,0.01,0.01,0.01,0.01,0.00,0.01,0.03,0.02,0.01
Economic shocks,"In general, who currently works on adressing economic problems",Family,0.05,0.09,0.10,0.08,0.07,0.06,0.08,0.10,0.07
Economic shocks,"In general, who currently works on adressing economic problems",God,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,"In general, who currently works on adressing economic problems",Everyone in the community,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,"In general, who currently works on adressing economic problems",Banks,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,"In general, who currently works on adressing economic problems","Other, specify",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Role of communities (general),None,0.15,0.37,0.18,0.21,0.21,0.31,0.16,0.20,0.23
Economic shocks,Role of communities (general),Provided donations,0.16,0.09,0.18,0.18,0.16,0.05,0.09,0.04,0.11
Economic shocks,Role of communities (general),Provided loans,0.06,0.03,0.09,0.10,0.06,0.04,0.06,0.01,0.05
Economic shocks,Role of communities (general),Offered food/water other essential items,0.16,0.09,0.21,0.14,0.14,0.15,0.08,0.06,0.13
Economic shocks,Role of communities (general),Provided shelter,0.01,0.00,0.02,0.01,0.02,0.01,0.01,0.01,0.01
Economic shocks,Role of communities (general),Provided transportation,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
Economic shocks,Role of communities (general),Proposed policies to help,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02
Economic shocks,Role of communities (general),provided legal assistance,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,Role of communities (general),Fundraised,0.08,0.10,0.13,0.12,0.14,0.10,0.08,0.09,0.10
Economic shocks,Role of communities (general),Provided public spaces for shelter,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.02,0.01
Economic shocks,Role of communities (general),Organized/have meetings,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0.03,0.02
Economic shocks,Role of communities (general),Everyone looks out for themselves,0.02,0.00,0.01,0.01,0.00,0.01,0.01,0.05,0.01
Economic shocks,Role of communities (general),Provided jobs/opportunities to find a job,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,Role of communities (general),Look for projects/help,0.00,0.00,0.01,0.02,0.01,0.01,0.00,0.01,0.01
Economic shocks,Role of communities (general),"Other, specify",0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.02,0.00
Economic shocks,Role of communities (general),No response,0.42,0.36,0.28,0.31,0.39,0.33,0.56,0.51,0.40
Economic shocks,Role of state actors,Nothing,0.84,0.82,0.86,0.88,0.91,0.90,0.85,0.86,0.87
Economic shocks,Role of state actors,Fundraising events,0.01,0.02,0.02,0.04,0.03,0.02,0.01,0.01,0.02
Economic shocks,Role of state actors,Spoke with the media,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00
Economic shocks,Role of state actors,Started a bureaucratic process with no resolution,0.02,0.04,0.02,0.02,0.01,0.01,0.01,0.02,0.02
Economic shocks,Role of state actors,Provided Food/Seed/Fertilizer,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Economic shocks,Role of state actors,"""Support Projects""",0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00
Economic shocks,Role of state actors,Financial aid,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00
Economic shocks,Role of state actors,"""help"" (unknown what)",0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00
Economic shocks,Role of state actors,Bring security/order,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Role of state actors,"Other, specify",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Role of state actors,No response,0.11,0.13,0.08,0.04,0.04,0.05,0.12,0.11,0.08
Economic shocks,Perception of alternative help (% agree)',In this community people support each other if they lack income / food,0.47,0.48,0.48,0.58,0.57,0.46,0.54,0.45,0.50
Economic shocks,Perception of alternative help (% agree)',Getting involved in contraband is acceptable when there are no other means to earn a living,0.07,0.02,0.05,0.07,0.06,0.06,0.02,0.05,0.05
Economic shocks,Perception of alternative help (% agree)',Getting involved in other criminal activities is acceptable when there are no other means to earn a living,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02
Economic shocks,Rank access to jobs,% bad - very bad,0.57,0.56,0.59,0.63,0.55,0.62,0.63,0.67,0.60
Economic shocks,Perception of future access to job,Better,0.28,0.19,0.26,0.22,0.19,0.25,0.26,0.21,0.24
Economic shocks,Perception of future access to job,Same,0.52,0.59,0.55,0.52,0.56,0.53,0.53,0.52,0.54
Economic shocks,Perception of future access to job,Worse,0.20,0.22,0.19,0.26,0.25,0.22,0.21,0.27,0.22
Economic shocks,Means to improve the employment and business opportunities,Make it easier to access private services,0.39,0.33,0.46,0.35,0.34,0.27,0.29,0.30,0.33
Economic shocks,Means to improve the employment and business opportunities,The government generates sources of employment,0.48,0.44,0.55,0.61,0.51,0.38,0.40,0.63,0.47
Economic shocks,Means to improve the employment and business opportunities,Create municipal businesses,0.17,0.22,0.33,0.32,0.22,0.24,0.15,0.11,0.21
Economic shocks,Means to improve the employment and business opportunities,Bettter education,0.13,0.13,0.22,0.22,0.16,0.12,0.11,0.14,0.14
Economic shocks,Means to improve the employment and business opportunities,Provide land access/support farmers,0.00,0.01,0.01,0.02,0.02,0.01,0.04,0.01,0.02
Economic shocks,Means to improve the employment and business opportunities,Better road,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.01,0.01
Economic shocks,Means to improve the employment and business opportunities,Access to loans/credit,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01
Economic shocks,Means to improve the employment and business opportunities,Solicit international aid or aid outside the community,0.02,0.00,0.00,0.01,0.02,0.01,0.02,0.01,0.01
Economic shocks,Means to improve the employment and business opportunities,Change authorties (mayor - president),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Economic shocks,Means to improve the employment and business opportunities,Nothing,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Economic shocks,Means to improve the employment and business opportunities,End corruption/stop stealing,0.01,0.02,0.01,0.01,0.00,0.01,0.00,0.02,0.01
Economic shocks,Means to improve the employment and business opportunities,Create projects,0.00,0.01,0.00,0.01,0.01,0.02,0.03,0.01,0.01
Economic shocks,Means to improve the employment and business opportunities,"Other, specify",0.02,0.04,0.02,0.02,0.01,0.02,0.03,0.02,0.02
Economic shocks,Means to improve the employment and business opportunities,No response,0.09,0.09,0.09,0.07,0.13,0.13,0.15,0.06,0.11
Economic shocks,Who is responsible for improving employment and business opportunities,State ministries,0.47,0.44,0.58,0.57,0.42,0.41,0.32,0.41,0.44
Economic shocks,Who is responsible for improving employment and business opportunities,Mayor of the municipality,0.52,0.51,0.58,0.61,0.64,0.47,0.47,0.48,0.52
Economic shocks,Who is responsible for improving employment and business opportunities,Owners of private businesses,0.26,0.23,0.31,0.20,0.23,0.19,0.19,0.24,0.23
Economic shocks,Who is responsible for improving employment and business opportunities,COCODEs,0.01,0.02,0.03,0.03,0.00,0.02,0.01,0.01,0.01
Economic shocks,Who is responsible for improving employment and business opportunities,Government,0.14,0.07,0.06,0.04,0.08,0.10,0.25,0.15,0.12
Economic shocks,Who is responsible for improving employment and business opportunities,President,0.03,0.03,0.04,0.03,0.01,0.04,0.04,0.05,0.03
Economic shocks,Who is responsible for improving employment and business opportunities,Me/ourselves,0.03,0.05,0.02,0.04,0.02,0.04,0.03,0.02,0.03
Economic shocks,Who is responsible for improving employment and business opportunities,NGOs,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00
Economic shocks,Who is responsible for improving employment and business opportunities,Parent/Teacher groups,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00
Economic shocks,Who is responsible for improving employment and business opportunities,"Other, specify",0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,Who is responsible for improving employment and business opportunities,No response,0.06,0.07,0.05,0.03,0.08,0.08,0.09,0.06,0.07
Economic shocks,Main disputes and conflicts exist in this community,None,0.35,0.30,0.49,0.43,0.45,0.41,0.38,0.40,0.39
Economic shocks,Main disputes and conflicts exist in this community,Violence in the home,0.12,0.08,0.09,0.04,0.04,0.06,0.12,0.06,0.08
Economic shocks,Main disputes and conflicts exist in this community,Violence between gangs,0.09,0.12,0.11,0.09,0.07,0.09,0.07,0.08,0.09
Economic shocks,Main disputes and conflicts exist in this community,Land Diputes,0.08,0.06,0.07,0.07,0.06,0.05,0.08,0.08,0.07
Economic shocks,Main disputes and conflicts exist in this community,Social conflict between neighbors,0.22,0.17,0.13,0.13,0.11,0.13,0.10,0.09,0.14
Economic shocks,Main disputes and conflicts exist in this community,"Lack of basic resources, services",0.21,0.23,0.14,0.19,0.15,0.15,0.17,0.18,0.18
Economic shocks,Main disputes and conflicts exist in this community,Traffic,0.03,0.03,0.05,0.03,0.02,0.03,0.02,0.02,0.03
Economic shocks,Main disputes and conflicts exist in this community,Noise,0.04,0.03,0.07,0.04,0.01,0.03,0.01,0.02,0.03
Economic shocks,Main disputes and conflicts exist in this community,Retail sales of illicit drugs (menudeo),0.06,0.08,0.07,0.04,0.04,0.07,0.04,0.09,0.06
Economic shocks,Main disputes and conflicts exist in this community,Liqueur stores (cantinas),0.15,0.12,0.20,0.12,0.12,0.11,0.10,0.09,0.13
Economic shocks,Main disputes and conflicts exist in this community,Extortions,0.07,0.16,0.10,0.09,0.06,0.10,0.06,0.09,0.09
Economic shocks,Main disputes and conflicts exist in this community,"Crimes (theft, murder,...)",0.26,0.32,0.25,0.26,0.21,0.20,0.27,0.21,0.24
Economic shocks,Main disputes and conflicts exist in this community,"Disputes over employment, poverty",0.03,0.07,0.02,0.04,0.03,0.06,0.07,0.05,0.05
Economic shocks,Main disputes and conflicts exist in this community,Politics,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0.02,0.02
Economic shocks,Main disputes and conflicts exist in this community,"Other, specify",0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.02
Economic shocks,Circumstances in which community will take weapons (% agree),My family is threatened,0.25,0.17,0.25,0.24,0.25,0.28,0.29,0.28,0.26
Economic shocks,Circumstances in which community will take weapons (% agree),My community is threatened,0.18,0.15,0.21,0.20,0.22,0.26,0.28,0.21,0.22
Economic shocks,Circumstances in which community will take weapons (% agree),My life is threatened,0.26,0.18,0.28,0.26,0.25,0.30,0.32,0.27,0.27
Economic shocks,Circumstances in which community will take weapons (% agree),I'm insulted/offended/provocated,0.07,0.02,0.05,0.05,0.08,0.08,0.07,0.05,0.06
Economic shocks,Circumstances in which community will take weapons (% agree),I get robbed,0.16,0.09,0.16,0.14,0.20,0.22,0.26,0.14,0.18
Economic shocks,Circumstances in which community will take weapons (% agree),Revenge if someone was attacked,0.06,0.02,0.06,0.05,0.09,0.12,0.10,0.06,0.08
Economic shocks,Circumstances in which community will take weapons (% agree),Land disputes,0.07,0.03,0.04,0.06,0.08,0.11,0.12,0.05,0.08
Economic shocks,Circumstances in which community will take weapons (% agree),Promote / maintain politicians in power,0.03,0.01,0.02,0.02,0.03,0.06,0.05,0.02,0.04
Economic shocks,Circumstances in which community will take weapons (% agree),Defendthe interests of a minority / group,0.04,0.03,0.04,0.04,0.03,0.07,0.07,0.05,0.05
Economic shocks,Circumstances in which community will take weapons (% agree),To render justice / punish those responsible for violence,0.18,0.09,0.10,0.16,0.15,0.21,0.22,0.12,0.17
Economic shocks,Circumstances in which community will take weapons (% agree),Other circumstances,0.02,0.05,0.03,0.03,0.04,0.05,0.07,0.02,0.04
Economic shocks,Access to land (last 12 months),none,0.91,0.87,0.85,0.87,0.87,0.85,0.82,0.89,0.87
Economic shocks,Access to land (last 12 months),myself,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.05,0.03
Economic shocks,Access to land (last 12 months),household,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.05,0.04
Economic shocks,Access to land (last 12 months),others in the community,0.04,0.08,0.09,0.08,0.09,0.11,0.14,0.08,0.09
Economic shocks,Access to land (last 12 months),No response,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01
Economic shocks,Access to water (last 12 months),none,0.71,0.61,0.70,0.69,0.69,0.69,0.67,0.68,0.69
Economic shocks,Access to water (last 12 months),myself,0.12,0.06,0.09,0.12,0.10,0.07,0.07,0.22,0.09
Economic shocks,Access to water (last 12 months),household,0.15,0.22,0.16,0.19,0.19,0.15,0.21,0.18,0.17
Economic shocks,Access to water (last 12 months),others in the community,0.16,0.22,0.18,0.23,0.23,0.23,0.24,0.21,0.21
Economic shocks,Access to water (last 12 months),No response,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00
Economic shocks,Dispute over planting / agriculture (last 12 months),none,0.81,0.73,0.81,0.79,0.73,0.79,0.68,0.69,0.76
Economic shocks,Dispute over planting / agriculture (last 12 months),myself,0.07,0.06,0.07,0.07,0.09,0.05,0.06,0.21,0.07
Economic shocks,Dispute over planting / agriculture (last 12 months),household,0.09,0.14,0.08,0.13,0.12,0.09,0.17,0.15,0.12
Economic shocks,Dispute over planting / agriculture (last 12 months),others in the community,0.11,0.20,0.10,0.16,0.21,0.16,0.24,0.22,0.17
Economic shocks,Dispute over planting / agriculture (last 12 months),No response,0.00,0.00,0.02,0.00,0.01,0.01,0.01,0.01,0.01
Economic shocks,Dispute / conflict over the exploitation of natural resources by the state,none,0.93,0.94,0.93,0.94,0.96,0.94,0.95,0.96,0.94
Economic shocks,Dispute / conflict over the exploitation of natural resources by the state,myself,0.01,0.01,0.03,0.01,0.00,0.01,0.02,0.01,0.01
Economic shocks,Dispute / conflict over the exploitation of natural resources by the state,household,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01
Economic shocks,Dispute / conflict over the exploitation of natural resources by the state,others in the community,0.04,0.06,0.05,0.05,0.02,0.03,0.03,0.02,0.04
Economic shocks,Dispute / conflict over the exploitation of natural resources by the state,No response,0.02,0.00,0.01,0.01,0.02,0.02,0.01,0.02,0.02
Economic shocks,Dispute / conflict over the exploitation of natural resources by corporations,none,0.92,0.94,0.92,0.90,0.94,0.92,0.90,0.96,0.92
Economic shocks,Dispute / conflict over the exploitation of natural resources by corporations,myself,0.00,0.00,0.02,0.01,0.00,0.01,0.01,0.01,0.01
Economic shocks,Dispute / conflict over the exploitation of natural resources by corporations,household,0.00,0.01,0.01,0.01,0.00,0.01,0.03,0.00,0.01
Economic shocks,Dispute / conflict over the exploitation of natural resources by corporations,others in the community,0.05,0.05,0.05,0.08,0.04,0.05,0.08,0.01,0.05
Economic shocks,Dispute / conflict over the exploitation of natural resources by corporations,No response,0.03,0.00,0.02,0.01,0.02,0.02,0.01,0.02,0.02
Economic shocks,Other disputes over the exploitation of natural resources,none,0.94,0.95,0.93,0.92,0.96,0.95,0.95,0.95,0.94
Economic shocks,Other disputes over the exploitation of natural resources,myself,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.01
Economic shocks,Other disputes over the exploitation of natural resources,household,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01
Economic shocks,Other disputes over the exploitation of natural resources,others in the community,0.03,0.02,0.05,0.06,0.01,0.03,0.03,0.01,0.03
Economic shocks,Other disputes over the exploitation of natural resources,No response,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.04,0.02
